id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
35134325,Relax in a spacious & newly furnished 4 bedroom!,1171537,Kevin,,78758,30.39592,-97.69668,Entire home/apt,311,2,25,2021-07-02,1.11,1,219
35149497,Cozy apartment located South of DT Austin!,235490077,Susie,,78748,30.17529,-97.8006,Entire home/apt,150,1,0,,,1,364
35151897,Private Room in West Campus UT walking distance,72581995,Yesi,,78705,30.28813,-97.74735,Private room,34,1,7,2019-06-21,0.29,1,0
35156828,Lounge in Comfort in This Charming East Austin Casita,10698248,Brittaney,,78702,30.2655,-97.69665,Entire home/apt,155,2,91,2021-06-29,9.38,1,98
35159279,The Cozy Teak Cabin,264789685,Debraj,,78732,30.32992,-97.92686,Entire home/apt,70,2,72,2021-04-23,4.43,1,0
35160706,Modern Downtown Loft w/ Rooftop Retreat | Professionally Cleaned + Hosted By GuestSpaces,138398089,GuestSpaces,,78701,30.26514,-97.74158,Entire home/apt,423,2,51,2021-06-27,2.07,30,187
35160734,Relax in a Modern Bungalow,257623912,Wendy,,78751,30.31375,-97.72414,Entire home/apt,253,1,183,2021-06-28,7.59,1,212
35164283,Apartment Room Walking distance to Downtown & UT!,188630114,Patricio,,78705,30.2837,-97.74605,Private room,40,7,1,2019-06-27,0.04,1,0
35166021,Cute Apartment 1.5 miles away from Downtown!,264839307,Rachel,,78704,30.24445,-97.75343,Entire home/apt,120,2,17,2021-05-24,0.78,1,66
35182606,The Compound,215438428,Megan,,78722,30.28999,-97.72214,Entire home/apt,600,2,6,2019-10-15,0.24,3,0
35186114,Warm Rustic East Austin Bungalow minutes to DT,46472022,Shelby,,78721,30.27477,-97.68227,Entire home/apt,96,2,115,2021-06-15,6.14,1,23
35195884,Weirdo Bungalow in the heart of the Eastside,31170513,Amanda,,78702,30.27418,-97.72587,Entire home/apt,115,2,37,2021-07-03,1.69,1,69
35198877,Authentically Cool & Cozy Downtown Condo,39533710,Laird,,78701,30.26916,-97.74044,Entire home/apt,85,30,3,2020-05-19,0.16,2,180
35236899,"Bedroom in Modern, Minimalist Condo Near Downtown",176574461,Arnold,,78723,30.28987,-97.70503,Private room,60,2,5,2019-08-02,0.20,1,0
35260533,"★Cozy,Spacious Apt 7 min frm 6th St•Wine Included★",65061702,Cameshia,,78704,30.23289,-97.76785,Entire home/apt,85,2,17,2019-10-26,0.86,1,0
35262027,Private Room in Hyde Park!,184681604,Jonathan,,78751,30.30796,-97.72587,Private room,32,30,0,,,1,13
35262115,Brand New Modern Apartment in the Heart of Austin,126909531,Daniel,,78741,30.22999,-97.72027,Entire home/apt,175,1,8,2019-08-02,0.31,1,0
35285444,Great location Master BD with private shower,74146813,Camelia,,78751,30.31791,-97.70962,Private room,58,1,18,2021-02-19,0.79,1,5
35306421,Calum Hirst,130411629,George,,78703,30.28285,-97.76114,Private room,90,1,1,2019-07-16,0.04,1,0
35314486,Cozy room in artsy East Riverside Apartment,112453167,Laura,,78741,30.23943,-97.72055,Private room,35,2,2,2019-07-04,0.08,1,0
35315648,Beautiful Condo at WorldMark Austin - Sleeps 4,10595328,Fred,,78701,30.27265,-97.74688,Entire home/apt,152,2,15,2021-05-18,0.64,8,47
35315898,Beautiful One-Bedroom Condo at WorldMark Austin!,10595328,Fred,,78701,30.27203,-97.74668,Entire home/apt,168,2,3,2021-04-09,0.18,8,73
35316633,"Luxury East Austin home w/pool, hot tub, peloton",90009360,Anmol,,78702,30.27698,-97.71552,Entire home/apt,300,45,0,,,1,65
35319512,2 bedroom apartment in West Campus,265933472,Matthew C,,78705,30.29217,-97.74436,Entire home/apt,55,1,4,2019-07-22,0.16,1,0
35323273,"Live Love Location - pool, tennis, shop, relax!",2638369,Raj,,78759,30.37465,-97.75747,Entire home/apt,59,60,8,2021-07-06,0.34,1,113
35332373,Backyard Oasis in Quiet Family Friendly Cul-de-sac,266010812,Todd,,78717,30.49002,-97.73799,Entire home/apt,443,2,69,2021-07-01,3.72,1,264
35337289,"Hip Condo on West 6th, Walk to Zilker or Downtown!",14890667,Rapha,,78703,30.27503,-97.76207,Entire home/apt,132,12,49,2021-06-20,2.47,1,104
35349423,Cozy Chic 3 BR Home in ATX,111612422,John,,78727,30.44016,-97.75126,Entire home/apt,246,28,6,2021-02-28,0.29,3,158
35352217,"Clean, Stylish Townhouse - Close to everything!",68320383,Gabi,,78723,30.29577,-97.69936,Entire home/apt,171,1,14,2021-07-04,6.89,1,59
35380345,Spacious Home Near Downtown Austin with Hot Tub + Airstream | Professionally Cleaned + Hosted By GuestSpaces,138398089,GuestSpaces,,78702,30.27322,-97.7237,Entire home/apt,499,2,14,2020-03-08,0.69,30,295
35383269,"Eastside space, trendy shared space",18491201,Sarah,,78702,30.26309,-97.71043,Private room,65,2,23,2020-01-02,0.99,2,0
35424448,Discover Hidden Gem in Violet Crown,167975571,Kelly,,78757,30.33586,-97.73176,Entire home/apt,200,30,9,2020-03-15,0.42,1,92
35429015,Fully Remodel Retreat Near Domain|15 min->Downtown,266606395,J & H,,78727,30.42024,-97.69963,Entire home/apt,149,30,17,2021-06-29,0.68,1,33
35458057,"Stunning Tarrytown Farmhouse, Perfect for Families",37191270,Cali,,78703,30.29529,-97.76893,Entire home/apt,633,2,2,2019-11-11,0.09,3,13
35458239,"SoCo Farmhouse-walk to Congress, S. Lamar, S. 1st",31758614,Kate,,78704,30.24583,-97.7613,Entire home/apt,842,3,3,2020-03-15,0.13,1,170
35466212,"Airport Cozy, Personal Bed & Bath",39452908,Brian,,78741,30.21547,-97.7031,Private room,53,1,10,2021-05-28,0.41,1,158
35506644,The Music Box,86395316,Alissa,,78704,30.25817,-97.77892,Entire home/apt,900,1,3,2020-06-21,0.18,1,0
35512995,Austin Vibes:  Put Your Feet Up in Zilker.,100680076,Almog,,78704,30.25171,-97.76763,Entire home/apt,265,2,44,2021-07-05,2.03,1,51
35536016,❤️ Pinpad Queen Bdrm 10 mins to DT- patio & yard,40865337,Diya,,78745,30.22427,-97.79714,Private room,42,1,4,2021-04-30,0.33,4,3
35538485,Roomy house with one of Austin's best porches!,140280507,Adam,,78702,30.25791,-97.73144,Entire home/apt,80,7,2,2019-08-18,0.08,1,0
35539438,Six street West condo,122829714,Tim,,78703,30.27609,-97.76166,Entire home/apt,250,2,0,,,1,0
35545138,East Austin Casita full of plants,9460573,Wes,,78702,30.26492,-97.69947,Entire home/apt,50,4,5,2019-12-01,0.20,1,0
35547254,Urban Oasis // Walk to ACL / Springs / Zilker Park,62820702,Phil,,78704,30.25642,-97.76088,Entire home/apt,299,4,1,2019-11-04,0.05,1,165
35547415,Bright & Open Centrally Located Home,165480,Jenna,,78723,30.31211,-97.69683,Entire home/apt,250,2,2,2019-11-03,0.08,1,0
35568322,Private room over boardwalk 1 mile to downtown,210622135,Bret,,78704,30.2493,-97.73984,Private room,49,1,21,2021-06-24,2.68,8,3
35569192,Twin Falls Exquisite Estate,189081016,Frank,,78702,30.25366,-97.71005,Entire home/apt,1186,3,2,2021-06-13,1.18,1,47
35572042,Hyde park beauty!,139524738,Mellisa,,78751,30.31539,-97.71961,Entire home/apt,245,1,8,2021-07-01,0.35,1,49
35574618,Poppee’s Place.,267660429,Mariel,,78746,30.32077,-97.77775,Entire home/apt,800,2,8,2021-07-05,2.16,1,151
35576136,★ Trendy SoCo Getaway l 14 Beds l Heated Pool ★,169758891,Valerie,,78745,30.19764,-97.78001,Entire home/apt,450,1,65,2021-06-27,8.67,11,312
35577787,Modern + Chic 3BR Convenient North Austin House,8387400,Todd,,78753,30.38833,-97.67193,Entire home/apt,249,2,22,2020-05-16,0.88,2,45
35578953,"close to communal pool, 7 minutes the domain A/C",116815382,Natalia,,78731,30.34682,-97.75623,Entire home/apt,100,5,0,,,1,0
35581172,McCormick Mt Villa: Stylish Home with Lake Views,130838672,Vanessa,,78734,30.40949,-97.91685,Entire home/apt,454,2,51,2020-11-29,3.12,1,0
35581214,AvoHouse ATX,267621945,Maritza,,78751,30.31139,-97.71109,Entire home/apt,68,45,10,2021-05-01,0.80,1,84
35597277,Cozy Casita!,26168443,Nati,,78751,30.31026,-97.72763,Entire home/apt,35,1,1,2019-07-21,0.04,1,0
35603929,Cozy 1 bedroom/1 bath in Riverside,267854797,Mo,,78741,30.23695,-97.72973,Private room,45,30,6,2021-06-05,0.68,32,255
35615457,"Private 1 Bed/ 1 Bath close to Dell, Domain, Apple",36957600,Saba & Sep,,78728,30.43936,-97.67922,Private room,37,5,9,2020-02-20,0.37,4,0
35616280,Light Filled Condo Near Zilker + Lamar + Downtown,37072291,John,,78704,30.23541,-97.78113,Entire home/apt,193,2,71,2021-07-08,11.15,1,124
35617655,Comfortable and Clean Condo close to Downtown,267966622,Julie,,78741,30.23306,-97.73464,Entire home/apt,93,3,54,2021-06-12,2.82,1,154
35617966,Greenbelt Gated Community,59254220,Thomas,,78746,30.2607,-97.79236,Entire home/apt,250,3,0,,,1,89
35644683,"Spacious, Central, Group or Family Rental",169515048,Julia,,78756,30.31427,-97.73776,Entire home/apt,749,2,8,2021-05-30,0.39,1,191
35644849,Grit + Grace Ranch - private compound with resort style pool!,118565935,Renters Club,,78737,30.23297,-97.98155,Entire home/apt,1350,1,40,2021-07-04,7.19,74,285
35650640,Dazed and Confused Bungalow by Downtown!,2934425,Brett,,78704,30.24675,-97.74308,Entire home/apt,237,2,39,2021-07-05,1.91,7,127
35653152,Elliott House,268223617,Alex,,78753,30.35541,-97.70066,Entire home/apt,66,1,174,2021-07-08,7.83,1,2
35662324,Unwind in a Private Modern Guest Apt - East Austin,1726785,Sid,,78702,30.27494,-97.70402,Entire home/apt,170,60,7,2021-05-30,0.45,4,339
35682574,Corporate Luxury at The Domain,8654217,Anastasia,,78758,30.3976,-97.7218,Entire home/apt,92,2,26,2020-03-20,1.48,1,0
35689647,Large Corner House Near The Domain,31103234,Dillon,,78758,30.36508,-97.70639,Entire home/apt,183,1,36,2021-06-13,1.46,2,0
35704312,Stylish Home - Walk to South Congress & Downtown!,22332832,Kunal,,78704,30.25127,-97.74491,Entire home/apt,108,4,107,2021-07-06,4.62,1,49
35704949,Studio Deluxe Condo Sleeps 4*WorldMark by Wyndham,10595328,Fred,,78701,30.27047,-97.74731,Entire home/apt,145,2,7,2020-02-26,0.40,8,77
35738216,"Charming Eastside Home near UT, Downtown, Hospital",18682767,Lisa,,78702,30.2769,-97.70832,Entire home/apt,90,110,6,2020-01-26,0.26,1,0
35742688,Minutes from downtown,209903467,Juan,,78702,30.2546,-97.71745,Entire home/apt,152,1,29,2021-07-04,3.58,2,128
35747326,Decent neighborhood! 24/7 security in the,268906419,Patricia,,78729,30.43989,-97.76561,Private room,60,1,1,2019-10-31,0.05,1,365
35763075,Beautiful escape in Lake Travis hill country!,269031692,Cathy,,78734,30.37343,-97.98788,Entire home/apt,95,4,0,,,1,0
35768600,Central East Austin - Garden House,21506186,Geri,,78722,30.28266,-97.70701,Entire home/apt,82,2,89,2021-07-05,23.63,1,114
35770227,Treetop Loft-UT Stadium-St David’s-Downtown- River,248333355,Cristiano,,78722,30.28534,-97.72073,Entire home/apt,111,2,76,2021-07-05,3.58,1,106
35770634,Modern Ranch Home in South Austin | Dog Friendly,155024912,Amanda,,78745,30.19724,-97.79803,Entire home/apt,286,2,24,2020-10-31,1.06,1,0
35794364,The Cherrywood Casita - privacy near UT & downtown,168390292,Maria,,78722,30.29076,-97.71321,Entire home/apt,156,1,67,2021-06-27,2.73,1,67
35798331,Take in Soothing Treetop Views at a Refined City Retreat,3493749,Niki & Veronica,,78702,30.25512,-97.72611,Entire home/apt,204,2,67,2021-05-08,2.88,1,121
35799139,Gated Getaway - Quiet and Private Bedroom w/ bath,38147767,Carissa,,78753,30.38754,-97.65895,Private room,42,3,6,2020-09-19,0.25,1,0
35801001,Gorgeous Central Austin Retreat w/ Pool!,44042857,Hope,,78704,30.25992,-97.76097,Entire home/apt,3000,3,7,2021-06-20,2.19,4,298
35801269,Secluded tree house apartment with high ceilings.,269317115,Javier,,78752,30.33931,-97.70943,Entire home/apt,80,2,51,2021-07-05,3.78,1,84
35808516,"The Sparrow's Nest Hyde Park, Central Austin",244793650,Monica And Brandon,,78751,30.30824,-97.72657,Entire home/apt,79,30,6,2021-05-01,0.31,1,243
35808731,PHENOMENAL Austin Pad - 1 Mile to Downtown!,260827584,Jaison,,78705,30.28958,-97.74642,Entire home/apt,339,1,5,2019-09-02,0.24,3,0
35812327,Enjoy all of SOCO while having your own privacy!,6439994,Beatriz,,78704,30.24408,-97.75224,Entire home/apt,85,60,4,2020-04-10,0.20,1,216
35823961,Studio Lamar blvd - Great Location!,146383576,Kristen,,78704,30.25396,-97.76105,Entire home/apt,95,2,8,2019-09-15,0.33,1,0
35829088,Modern East Austin Home 3bed/2.5 bath with Murals,54868426,Gus,,78721,30.27062,-97.69026,Entire home/apt,353,1,55,2021-06-20,2.62,1,171
35839045,Terrific Tarrytown,13168890,Lynda,,78703,30.296,-97.77331,Entire home/apt,1101,30,1,2019-12-29,0.05,4,63
35844996,Chic Modern Farmhouse w/ King in Heart of ATX,16670951,Kimberly,,78752,30.33365,-97.6957,Entire home/apt,224,2,175,2021-07-04,13.67,1,216
35870872,Sleek Downtown Austin Condo ~Pool~Gym,5467021,Gina,,78701,30.27164,-97.74976,Entire home/apt,169,2,28,2021-06-25,1.27,4,58
35875319,"Charming, Cozy, and Modern ATX Home for Plenty!",33316924,Shu,,78724,30.25994,-97.588,Entire home/apt,191,1,8,2021-07-05,7.06,1,230
35876489,"Charming,  Comfortable 1br/1ba in Riverside",267854797,Mo,,78741,30.23782,-97.7309,Private room,45,30,2,2020-01-03,0.10,32,209
35877002,Lotus Owl Tree House,3638798,Melissa,,78704,30.25542,-97.78033,Entire home/apt,175,2,1,2019-10-07,0.05,1,237
35879759,Garage Apartment with Private Alley Access,291075929,Ava,,78756,30.31412,-97.73857,Entire home/apt,132,1,13,2020-10-15,0.58,1,222
35881491,Walk to Everything! Downtown East Central House,268837380,Jennifer,,78702,30.26451,-97.72084,Entire home/apt,468,3,62,2021-06-27,7.98,1,69
35885941,Zilker Park + Downtown + Barton Spring Townhouse,37136965,Michael,,78704,30.26015,-97.77239,Entire home/apt,185,1,0,,,1,45
35903527,"2 BR Dlx Wyndham Resort, Austin City Limits Fstvl",80035569,Steven,,78701,30.27076,-97.74872,Private room,450,3,0,,,1,0
35904425,Mid-Century Austin home,270046845,Miguel,,78723,30.29608,-97.68604,Entire home/apt,165,2,40,2021-01-24,3.31,1,0
35904980,FEEL LIKE HOME,270061609,Tracy,,78754,30.35495,-97.64352,Private room,90,1,22,2020-03-01,0.91,4,160
35908452,Lonestar Bed & Bath 2 bed 1 bath private studio,270088447,Esther & Israel,,78758,30.36242,-97.70468,Entire home/apt,44,2,96,2021-07-04,4.68,1,243
35914110,VERY Spacious Home Close to Downtown & Airport  #B,12709271,J,,78741,30.22851,-97.74205,Entire home/apt,235,1,44,2021-06-04,22.37,4,100
35915189,Minutes From Everything! Walk to DT or Town Lake,270140833,Carrie,,78704,30.25556,-97.75079,Entire home/apt,218,3,24,2021-05-15,3.24,1,7
35919582,"5MIN TO Downtown,4BD/2BTH,YARD &JUST ENOUGH WEIRD!",25711456,Maggie,,78741,30.23038,-97.74072,Entire home/apt,530,2,25,2021-07-05,1.06,1,150
35934681,"A Clean, Spacious and Quiet Master Suite for you.",261097084,Monica,,78727,30.42178,-97.6924,Private room,65,1,3,2020-09-21,0.18,1,256
35936760,Modern Elegance Austin,118565935,Renters Club,,78746,30.28138,-97.78725,Entire home/apt,1045,3,2,2020-12-22,0.18,74,305
35936939,Paisley Place,118565935,Renters Club,,78735,30.28629,-97.91671,Entire home/apt,1431,3,0,,,74,131
35937190,Mustard Seed,270346576,Lori,,78746,30.33141,-97.82111,Entire home/apt,2800,4,1,2021-06-04,0.83,1,353
35938028,Havana Haven,129575827,Will,,78704,30.23372,-97.76257,Entire home/apt,270,2,33,2021-06-13,11.00,1,200
35942360,Private room & bath in a modern Tech Ridge home,270351041,Jason,,78753,30.39151,-97.65661,Private room,38,28,3,2021-04-30,0.17,1,136
35945722,"New listing! Peaceful retreat on Lake Travis w/ decks, a grill, & firepit",201127651,Vacasa Texas,,78734,30.37028,-97.98933,Entire home/apt,396,2,14,2021-05-29,0.87,5,353
35954846,Unit A | Stylish East Austin Home | Near Downtown,109638288,TurnKey Vacation Rentals,,78702,30.2564,-97.70621,Entire home/apt,248,2,18,2021-06-27,0.82,74,305
35962961,Boho Bungalow in the Heart of Austin,117647834,Maria,,78704,30.24414,-97.77751,Entire home/apt,77,2,53,2021-07-04,2.25,2,333
35995880,Modern Farm House,34107845,Shelley,,78724,30.29345,-97.62247,Entire home/apt,100,2,4,2020-01-01,0.16,1,0
35998536,Downtown Austin - The Texan Retreat at Shoal Creek,92197103,Daniel,,78705,30.29086,-97.74897,Entire home/apt,210,2,63,2021-06-27,2.98,1,130
35999506,ACL Weekend! 5 miles from ACL & 5 miles from DT,223363982,Mackenzie,,78741,30.22207,-97.72664,Private room,79,1,4,2019-10-06,0.16,1,0
36019346,Treetop Private Retreat in Central Austin!,63360559,Laura,,78753,30.3915,-97.66454,Private room,150,2,12,2020-06-26,0.49,3,163
36068860,Downtown Austin Bungalow,37191270,Cali,,78703,30.27208,-97.7548,Entire home/apt,175,1,18,2020-03-01,0.88,3,142
36071439,The Boho Bungalow in Great Hills,271345518,Lauren,,78759,30.42264,-97.78272,Entire home/apt,155,2,45,2021-07-04,2.07,1,227
36072039,Charming Renovated Bungalow with Bikes!,126005498,Britta,,78752,30.33083,-97.71814,Entire home/apt,144,2,62,2021-07-05,2.91,2,105
36073329,Spacious and colorful home near downtown Austin w/full kitchen & free WiFi,17475660,Vacasa Texas,,78704,30.24999,-97.78384,Entire home/apt,612,2,10,2021-03-05,0.46,1,360
36075025,1920's Charmer in Downtown Holly Neighborhood!,86883109,Darian,,78702,30.2548,-97.71665,Entire home/apt,795,2,34,2020-09-13,1.42,1,0
36075861,Chic & Modern 1BR/1BA in a House near Downtown,267854797,Mo,,78741,30.23825,-97.73566,Private room,34,30,19,2021-06-12,0.83,32,209
36076569,Private room for rent 15 Minutes from downtown,233393429,Freeman,,78744,30.20353,-97.70052,Private room,45,180,0,,,1,365
36081143,"Chic, Calm & Cozy 1Br/1Ba in a House near Downtown",267854797,Mo,,78741,30.23825,-97.73566,Private room,33,30,11,2021-01-30,0.45,32,307
36081497,Relaxing 1Br/1Ba in a Chic House Close to Downtown,267854797,Mo,,78741,30.23825,-97.73566,Private room,45,1,20,2021-06-13,1.15,32,294
36081895,Spacious & Private 1Br/1Ba Minutes from Downtown,267854797,Mo,,78741,30.23825,-97.73566,Private room,46,1,24,2021-05-03,1.38,32,143
36097489,Central Austin Gem -Quiet Street 10 min to DT / UT,167025552,Adeline,,78756,30.32094,-97.74457,Entire home/apt,399,3,8,2021-05-17,0.32,1,333
36100158,"Private, Cozy & Chic 1Br/1Ba Minutes from Downtown",267854797,Mo,,78741,30.23825,-97.73566,Private room,45,30,4,2021-05-16,0.16,32,320
36111467,Studio Apartment less than 3 miles from Downtown,127746954,Erin,,78704,30.23606,-97.76597,Entire home/apt,164,14,9,2020-06-30,0.43,2,0
36136195,"Cozy, Calm, Chic 1Br/1BA Minutes from Downtown",267854797,Mo,,78741,30.23825,-97.73566,Private room,35,1,3,2021-05-03,0.21,32,307
36137413,Charming & Chic 1Br/1Ba in Home near Downtown,267854797,Mo,,78741,30.23916,-97.7368,Private room,35,1,11,2021-05-04,1.32,32,209
36139374,Texas Ranch Home,8595557,Sara,,78756,30.33117,-97.74426,Entire home/apt,300,1,1,2019-07-09,0.04,1,0
36143911,Charming centrally-located studio in the 78704,16062011,Jackée,,78704,30.25716,-97.75038,Entire home/apt,99,2,17,2021-01-02,0.69,1,0
36144163,Chic & Cozy Private 1Br/1Ba near Downtown,267854797,Mo,,78741,30.23825,-97.73566,Private room,45,30,0,,,32,320
36145344,Awesome Central Austin artists loft,198947047,Leah,,78703,30.28883,-97.76745,Private room,70,1,0,,,1,0
36160891,Spacious & Lavish Downtown Getaway - Near Campus,109638288,TurnKey Vacation Rentals,,78702,30.27453,-97.73065,Entire home/apt,219,2,7,2021-06-29,0.33,74,313
36172188,Zilker Lodge,270265252,Michelle,,78746,30.26433,-97.77482,Entire home/apt,4500,1,0,,,1,142
36173312,Heart of SoCo Luxury Home! Bungalow with Airstream,247133107,Celia,,78704,30.24668,-97.74997,Entire home/apt,693,3,20,2021-06-20,0.83,3,96
36178172,"Super Stylish, Spacious, Fun and Best Location!!!",44380797,Lynn,,78704,30.25849,-97.74597,Entire home/apt,254,1,189,2021-07-02,10.33,2,217
36204749,"The Flophouse: 4 bedrooms+ 8,000 Video Game Lounge",4912146,Deacon,,78751,30.30454,-97.72464,Entire home/apt,236,2,66,2021-06-13,3.57,20,216
36205206,The Hollywood Starlet Suite - you are the Star!,73424847,Frank,,78751,30.30446,-97.72214,Entire home/apt,169,30,71,2021-06-28,3.95,2,319
36211565,"2 Beds /1 Bath close to the Domain, Apple and Dell",267247161,Mohsen,,78727,30.42467,-97.69022,Private room,72,7,0,,,2,0
36237908,Arbol Verano- Townhome in North Austin,34926989,Ivan,,78758,30.36511,-97.70169,Entire home/apt,60,2,33,2021-02-07,5.05,1,4
36241841,5-star East Austin Paradise,3876699,Erik,,78702,30.26361,-97.71148,Entire home/apt,119,3,3,2019-10-07,0.12,1,0
36268563,"IVY HAUS | 5* Clean, Free Parking, WiFi, & Comfort",10797371,Darlene,,78757,30.34648,-97.71719,Entire home/apt,100,2,56,2021-07-05,2.35,5,152
36268901,Sonder *Free Parking* 2BR in Bouldin,219500569,Sonder (Austin),,78704,30.25086,-97.74777,Entire home/apt,284,2,13,2021-05-02,0.62,30,90
36268929,Sonder at South Congress | 2BR + Parking,219500569,Sonder (Austin),,78704,30.25226,-97.74762,Entire home/apt,298,2,57,2021-06-10,2.83,30,24
36276326,Charming & Chic 1Br/1Ba in Home Near Downtown,267854797,Mo,,78741,30.23825,-97.73566,Private room,40,1,12,2021-05-31,0.52,32,290
36279456,Bohemian Gem in the Heart of East Austin,54216218,Blaise,,78723,30.29295,-97.69486,Private room,75,1,20,2021-05-31,0.87,1,61
36282566,Central Austin Artist Treehouse,272887284,Mariana,,78705,30.29585,-97.73594,Entire home/apt,80,2,10,2019-08-24,0.44,1,0
36304284,Modern Midtown Austin Guesthouse,45334761,Marc,,78731,30.31023,-97.7549,Entire home/apt,139,2,13,2020-06-28,0.61,1,79
36323202,Goodnight Casita,1717063,Mirna,,78702,30.27802,-97.70563,Entire home/apt,89,2,10,2021-06-26,1.36,1,146
36358134,2 rooms 10 mins to downtown,7555482,Shayla,,78724,30.29364,-97.62172,Private room,47,2,0,,,2,0
36367625,Home away from home,273475514,Chris,,78747,30.14559,-97.78963,Private room,40,30,0,,,1,179
36449682,Waterfront Oasis on Lake Travis,272967180,Jen,,78734,30.40689,-97.91303,Entire home/apt,1128,2,28,2021-06-23,1.50,3,200
36451520,Cozy Home w/ River Access,151304677,Andrew,,78725,30.26234,-97.66821,Entire home/apt,128,2,41,2021-06-19,1.94,1,107
36453701,"East Riverside, South Congress, Downtown with Pool",272232200,Ames - Austin Vacay,,78741,30.23667,-97.73906,Entire home/apt,102,1,100,2021-07-05,4.44,2,9
36472640,East Side Bungalow,274225627,Taylor,,78702,30.27464,-97.72511,Entire home/apt,150,2,1,2020-03-15,0.06,1,0
36477231,Newly renovated Tarrytown Charming Condo,12399486,Julie,,78703,30.28832,-97.76579,Entire home/apt,100,90,0,,,18,281
36480109,Vintage Vibes ATX,33236256,Rachel Cecelia,,78701,30.28006,-97.74827,Private room,80,2,22,2020-03-11,1.30,1,0
36484249,Large & Modern close to Lake Travis,116452207,Tyson,,78726,30.39847,-97.84437,Entire home/apt,275,4,0,,,1,0
36507879,"Stylish WEST CONGRESS home, Large yard, 31 day min",3470583,Brandy,,78745,30.21013,-97.77674,Entire home/apt,125,31,13,2020-06-29,0.55,1,1
36524444,Into The Woods!,274600360,Joan,,78722,30.29724,-97.71723,Entire home/apt,67,30,4,2021-05-22,0.18,1,255
36529204,The Overlook Downtown Monthly Rental,43594245,Rocky,,78703,30.27636,-97.75366,Entire home/apt,119,30,2,2019-12-20,0.10,4,65
36566180,The Treehouse On Lake Travis,274861876,Nadia,,78734,30.3722,-97.98797,Entire home/apt,259,2,102,2021-07-01,4.38,1,180
36566208,Modern Charmer in Cozy South Austin Neighborhood,2890972,Mariana And Dennis,,78745,30.21965,-97.77964,Entire home/apt,349,3,12,2021-03-27,1.18,1,18
36568533,Large bedroom and pool in St. Elmo,7742635,David,,78745,30.20629,-97.76534,Private room,49,2,0,,,1,0
36597965,Luxurious & Chic 5Br/4Ba Home Minutes to Downtown,267854797,Mo,,78741,30.23847,-97.73666,Entire home/apt,334,30,0,,,32,310
36609899,Downtown Eastside Condo,11109111,Conrad,,78702,30.26897,-97.73167,Entire home/apt,185,1,0,,,1,0
36616709,Eastside Bungalow w/ Renovated Airstream Trailer,109638288,TurnKey Vacation Rentals,,78702,30.27375,-97.70461,Entire home/apt,131,2,23,2021-06-18,1.08,74,59
36630520,The Magnolia Bedrooms,38775443,Jacob,,78754,30.34727,-97.62172,Private room,80,1,3,2019-11-02,0.15,3,0
36632053,Lakeway Hill Country Condo Newly Remodeled,121733908,Jane,,78738,30.35027,-97.99577,Entire home/apt,325,2,10,2021-06-02,1.30,1,90
36633198,4BR/2.5BA Amazing Home - 5mins walk to SoCo,1739742,Stephan,,78704,30.24478,-97.7532,Entire home/apt,571,14,13,2020-10-10,0.59,1,193
36634510,Sunset Valley Apartment Living- 15 Mins from ACL!!,165050481,Kailee,,78735,30.25986,-97.85994,Entire home/apt,175,2,2,2019-08-11,0.08,1,0
36636594,Modern East Austin Guesthouse Near It All,5798901,Monica,,78702,30.26604,-97.71681,Entire home/apt,185,2,15,2021-06-05,0.74,1,0
36637501,Tiny Home for 4 w/all Amenities in Resort Commun.,275379635,Barbara,,78724,30.28466,-97.63536,Entire home/apt,149,2,57,2021-06-27,2.52,1,326
36637796,East Austin Bohemian Bungalow,23386846,Phoebe,,78702,30.27825,-97.71531,Entire home/apt,245,2,15,2021-06-27,1.19,1,74
36660292,"Chic, Beautiful 1Br/1Ba Minutes from Downtown",267854797,Mo,,78741,30.22857,-97.72658,Private room,45,30,0,,,32,228
36660633,Video Game Themed Room (<15mins to downtown),28016606,JooHee,,78752,30.33263,-97.71785,Private room,60,1,2,2019-10-14,0.09,1,0
36661115,"Relaxing, Cozy 1BR with private Bath in Riverside",267854797,Mo,,78741,30.23031,-97.72546,Private room,50,30,0,,,32,246
36666816,Awesome Austin Abode,87842807,Melissa,,78723,30.29561,-97.69593,Entire home/apt,250,1,26,2021-06-12,1.39,1,103
36670467,Ramp House - an iconic architectural home,105054999,Amnon,,78704,30.24522,-97.75945,Entire home/apt,258,2,31,2021-04-09,1.31,1,56
36672804,Apt in south Austin 10 minutes away from downtown,192068496,Gabby,,78704,30.23238,-97.79087,Entire home/apt,52,1,24,2019-09-29,1.04,1,0
36692161,East Austin House on Boggy Creek,192934740,Mark,,78721,30.26181,-97.67607,Entire home/apt,65,2,7,2020-07-19,0.38,1,0
36696844,Cozy Camper for you!,23072158,Denise,,78704,30.23062,-97.74742,Entire home/apt,75,2,8,2021-05-10,0.49,3,342
36698486,Penthouse Paradise,212452953,Adam,,78705,30.29131,-97.74528,Entire home/apt,206,2,99,2021-06-27,59.40,4,144
36700041,Great Hills Getaway,275835096,Shelli,,78759,30.42069,-97.75077,Entire home/apt,120,5,30,2021-06-11,1.55,1,0
